image_id,red_median,red_iqr,green_iqr,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_InterquartileRange,original_firstorder_Range,original_glcm_Autocorrelation,original_gldm_LargeDependenceEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_ngtdm_Strength,mel_keratosis,neither
ISIC_0000062,166,79,71,130.0,143.0,6.0,48.0,3.980288018048694,5.816958277254374,1.6012401098475804,0.4207061498921239,2.2894232796254577,0.1426878788924549,0,1
ISIC_0000063,171,95,109,196.0,203.0,4.0,210.0,71.5006956549541,4.416815742397138,1.417834920427198,0.0259989376505007,2.623808887855112,0.3823192359074795,0,1
ISIC_0000064,149,52,53,155.0,166.0,6.0,41.0,3.955942553162188,5.298131910026687,1.547788558327586,0.4026930114501106,1.9695884314354888,0.1597655108901773,0,1
ISIC_0000065,144,55,43,140.0,152.0,5.25,78.0,10.067013843479588,4.8205546492659055,1.4828196947726866,0.1533649874763382,2.4466863015221625,0.0887596793253559,0,1
ISIC_0000066,141,114,104,198.0,207.0,5.0,27.0,3.3570183068145885,4.783132530120482,1.460023446576515,0.5715087592641183,2.4046650749637744,0.0212577502214348,0,1
ISIC_0000067,163,69,82,150.0,162.0,6.0,33.0,3.793168995710841,5.7626092804303966,1.5803455871969212,0.4810541049930902,2.395366357799346,0.0524704853519895,0,1
ISIC_0000068,165,50,54,177.4,201.0,13.0,67.0,9.633932291450993,4.61524926686217,1.4423560401814863,0.1610291256765131,2.617490044685777,0.0955057934552615,0,1
ISIC_0000069,199,32,54,130.0,142.0,6.0,56.0,8.911824394787002,4.793380140421264,1.452161310826073,0.1652670847650494,1.892116346313097,0.7386240353714202,0,1
ISIC_0000071,218,15,31,129.0,140.0,6.0,34.0,3.9360513873187872,5.189917936694021,1.714431675785684,0.4509397474737792,2.0234922345052846,0.1304347826086956,0,1
ISIC_0000072,134,123,96,133.5,145.0,5.0,37.0,4.097995672671938,5.548707753479126,1.9127729558725497,0.4747815466016287,2.1741199916790346,0.2681664026535971,0,1
ISIC_0000073,59,45,24,179.0,194.0,8.0,39.0,4.001653042913651,5.300543150271575,1.5530026412987763,0.3974722290299035,2.0996167487475663,0.1397304365318849,0,1
ISIC_0000074,121,45,71,132.0,185.0,21.0,152.0,38.285025366100726,4.828486939379005,1.4716276483462063,0.0466942681478117,3.5449305658901262,0.7639959676410656,1,0
ISIC_0000075,180,19,32,177.0,200.0,12.0,107.0,9.39967842400118,4.750117426021607,1.502839956208,0.1774484737384553,2.629899609941835,0.2361116518172757,0,1
ISIC_0000077,198,10,50,155.0,178.0,14.0,50.0,5.11593820073822,5.696957403651116,4.590621105827554,1.1808440998079013,2.6064643968671546,0.1263595093209697,1,0
ISIC_0000078,205,28,55,151.0,160.0,5.0,31.0,3.825325818086668,5.183588317107093,1.581268044592835,0.4416701591965523,2.1421354697677564,0.0404040404040404,1,0
ISIC_0000079,209,33,55,145.0,154.0,4.0,29.0,2.399819015059102,4.485057471264367,1.474147960337656,0.9183252634196036,2.534019213275964,0.0142738194361841,0,1
ISIC_0000080,129,98,68,142.0,156.0,7.0,42.0,2.439350767599663,4.296685082872928,1.4418725140066395,0.8680592337414995,2.5425744252513467,0.0042362410421152,0,1
ISIC_0000081,213,8,17,164.0,175.0,5.0,41.0,4.508816984640111,4.251517779705117,1.4925933600154315,0.3533574729134531,2.166407582628149,0.0215300198907152,0,1
ISIC_0000082,159,79,86,158.0,166.0,4.0,42.0,4.001582399335824,4.747711088504578,1.492786181854389,0.3747041418350121,1.7913143320875815,2.681586978636826,0,1
ISIC_0000085,169,58,70,137.0,152.0,7.0,66.0,4.782137071818968,4.62143928035982,1.45976138181586,0.3416813241748682,2.461703928957925,0.0169753048921244,0,1
ISIC_0000086,179,46,53,154.0,165.0,5.0,46.0,3.940776332781405,4.820887589689078,1.6527587976793376,0.4281163401590825,1.900032139513279,0.0608612707349417,0,1
ISIC_0000087,182,46,54,172.0,183.0,6.0,96.0,14.17461391471663,4.409534750143596,1.74386762858825,0.1697133259300615,2.3699696954257616,0.0611284725649768,0,1
ISIC_0000088,126,82,60,163.0,177.0,7.0,74.0,4.762897675957166,4.532205240174672,1.421865419949749,0.3271450279948049,2.400458691607126,0.0332172727419899,0,1
ISIC_0000089,150,97,75,140.10000000000002,162.0,12.0,86.0,6.878088128291285,4.653404067197171,1.6067957236280708,0.2775882920010604,2.730779916219088,0.1897893669156526,0,1
ISIC_0000091,201,9,14,145.0,169.0,11.0,65.0,3.4088789251571328,4.619047619047619,1.4776948966765462,0.5933715428563839,2.6268588833774142,0.0358596212098032,0,1
ISIC_0000092,219,16,31,139.0,148.0,5.0,33.0,4.258597511428906,4.942131263232181,1.6807451891550282,0.4113484754216479,2.0012955778360366,0.0707376810992569,0,1
ISIC_0000093,178,37,44,133.0,145.0,6.0,37.0,4.0643314566379285,4.959810874704492,1.565709346583012,0.3912344929559926,1.947884198677168,0.1197066721751704,0,1
ISIC_0000094,209,17,31,145.0,166.0,12.0,79.0,13.896667049093008,4.621545003543586,1.5830449844821626,0.126646235059102,2.503541665349753,0.198857259085833,0,1
ISIC_0000095,171,69,75,73.0,160.0,22.0,143.0,24.62928936784288,4.7225063938618925,1.644709675332841,0.1303761893000398,3.5475643102543284,0.4366766337187776,0,1
ISIC_0000096,220,12,28,158.0,179.0,11.0,65.0,4.917644981237212,4.845685279187817,1.4715630004855955,0.3520153897111121,2.6865014154377724,0.031965615621179,0,1
ISIC_0000097,115,57,40,137.0,155.0,8.0,121.0,10.818263071539176,4.2644996813256855,1.401799076091324,0.1436346116445544,2.607569938138748,0.0689400752521394,0,1
ISIC_0000098,66,92,32,84.0,104.0,10.0,58.0,4.751461921628118,5.01195219123506,1.640041286641318,0.3946215458740816,2.77104101731035,0.0536742811537438,0,1
ISIC_0000099,179,32,54,155.0,189.0,18.0,105.0,11.9271267168272,4.48159509202454,1.449163365047296,0.1535532924022539,2.9512865592275133,0.1033489308986234,0,1
ISIC_0000100,124,72,79,167.0,217.0,35.0,148.0,29.053248902836216,5.095632946379215,1.5553444088235997,0.067161859433,3.408912048303854,0.8139040916899198,0,1
ISIC_0000101,135,25,37,155.0,178.0,11.0,98.0,9.839860874444096,4.654679928589646,1.5851633941118086,0.1732658790747825,2.674808692808165,0.0911417421983867,0,1
ISIC_0000102,166,33,31,112.0,134.0,13.0,116.0,19.73125,4.57060849598163,1.428585086749676,0.076952682245459,2.7691360734943355,0.6369890960598045,0,1
ISIC_0000103,145,91,67,173.0,196.0,12.0,147.0,23.99560296371917,4.810665068903535,1.50167245624549,0.0714421533107626,2.647824862755736,0.26189116821033,0,1
ISIC_0000104,101,28,26,106.0,181.0,38.0,171.0,31.008140504060364,4.494584837545126,1.542261378257086,0.0669665246745421,3.7151729406964433,0.5228783072814963,0,1
ISIC_0000105,166,77,77,137.0,148.0,6.0,39.0,4.28713213288971,5.264705882352941,1.5063716151619435,0.3641291794777628,2.2475170590821696,0.0344476395878265,0,1
ISIC_0000107,178,76,92,146.0,157.0,5.0,37.0,2.9569144885430747,4.142290249433106,1.4090605326369234,0.665812403370438,2.410469711238248,0.0036663611365719,0,1
ISIC_0000108,144,68,66,144.0,153.0,5.0,35.0,2.140830953403637,4.084366253498601,1.4534458570360995,0.9947270719522804,2.445154745515745,0.0050249152045559,0,1
ISIC_0000109,214,28,41,161.0,178.0,9.0,63.0,4.992086049024576,4.426366036969328,1.4644490800657592,0.3238575909292324,2.4688335285468685,0.0128865649889415,0,1
ISIC_0000110,191,17,43,150.0,173.0,13.0,44.0,4.039547032904564,4.947429906542056,1.6893072626345913,0.4928570760162422,2.581223474401776,0.0494707228685866,0,1
ISIC_0000111,147,95,69,215.0,246.0,15.0,117.0,23.306369013580063,4.904552129221733,1.6545017052149635,0.0750221435891071,2.8156629129484783,0.2174959678390024,0,1
ISIC_0000112,208,21,40,156.0,180.0,14.0,46.0,5.255926187454697,4.707357172215372,1.4442067608687632,0.3207850732956253,2.633823653573636,0.0343709912019519,0,1
ISIC_0000113,173,23,33,150.0,162.0,6.0,60.0,8.396627700210749,5.100037327360956,1.6846289448503589,0.2098650361787338,2.2630972642853515,0.1089576390181732,0,1
ISIC_0000116,185,26,52,155.0,181.0,14.0,59.0,5.257353393452908,4.684453417940583,1.6517736337407165,0.389741695945385,2.685156238080061,0.0270272994475037,0,1
ISIC_0000118,196,37,53,135.0,161.0,13.0,66.0,6.10559463614546,4.8661844484629295,1.5437059312392254,0.3100499458640451,2.795078498331858,0.0754434166023401,0,1
ISIC_0000119,158,88,76,142.0,155.0,7.0,44.0,6.168474721447804,4.300985595147839,1.514385676995232,0.2859099747011037,2.556567825592547,0.0302223356377831,0,1
ISIC_0000120,171,37,60,175.0,187.0,6.0,56.0,3.697442074490612,4.66996699669967,1.4685315251049869,0.4530103808656381,2.155293826320422,0.0203421687460225,0,1
ISIC_0000121,216,11,16,144.0,173.0,18.0,59.0,3.616955456256974,4.850355405910961,1.6677414313055017,0.6505735029400642,2.8476489260104203,0.0596639974878316,0,1
ISIC_0000122,186,17,31,153.0,192.0,17.0,73.0,5.727723470500737,4.789003436426117,1.6539919520693558,0.4088988179654929,2.9934501696380864,0.0525902146691732,0,1
ISIC_0000123,138,61,45,99.0,171.0,49.0,146.0,18.110472922627224,4.527755430410298,1.4758532231084929,0.1212573270952656,3.758087572248283,0.3139211551037016,0,1
ISIC_0000124,174,54,53,155.0,170.0,8.0,64.0,4.053921574372148,5.448158788195351,1.5328690322943188,0.3957220959436153,2.2308802253843867,0.0349960825280752,0,1
ISIC_0000125,139,36,31,114.0,145.0,16.0,96.0,6.979312312023531,4.354477611940299,1.4422355643125533,0.2376083002711672,2.889718002443354,0.4300326451346446,0,1
ISIC_0000126,124,70,54,152.0,183.0,17.0,141.0,18.38345022466769,5.214156079854809,1.80766653864356,0.1031559805528263,3.084206270584038,0.2258926567404666,0,1
ISIC_0000127,210,17,26,146.0,171.0,11.0,59.0,3.593949436114996,4.986635676932016,1.67701749508185,0.6178361583832658,2.684796681287616,0.0335567700647105,0,1
ISIC_0000128,182,53,67,133.0,144.0,6.0,47.0,3.979934110922613,5.047356828193832,1.6687422397300369,0.4258036596960131,1.8735213233451435,0.1733418129924923,0,1
ISIC_0000129,113,89,44,126.0,138.0,6.0,45.0,3.84211577573455,5.247099767981439,1.5087417180513325,0.4307857183612739,2.163554511239685,0.0826593781666551,0,1
ISIC_0000130,80,125,62,140.0,173.0,17.0,95.0,14.713259898259288,4.446409238542042,1.4829414346454437,0.1146509309510746,2.86627664655199,0.1240259878964486,0,1
ISIC_0000131,155,36,39,140.0,163.0,10.0,90.0,7.524429626923232,4.542764491284961,1.5019801210782042,0.2298788478838013,2.658583149895491,0.0510119038435374,0,1
ISIC_0000132,209,27,41,140.0,153.0,7.0,51.0,5.247067143939555,4.282242990654206,1.418655184203253,0.3058838150995036,2.479062359463128,0.0503211529495271,0,1
ISIC_0000133,195,36,54,135.20000000000002,166.0,13.0,89.0,12.988281439964949,4.372130272290443,1.4339155104236303,0.1272844925561225,2.8950530550328257,0.160533262041242,0,1
ISIC_0000134,164,80,97,140.0,155.0,7.0,83.0,11.13052570654029,5.814469078179696,2.224463143200559,0.2259252694321357,2.944559745565942,0.1331732241374566,0,1
ISIC_0000135,122,91,63,184.0,202.0,9.0,53.0,5.152267841038641,4.71201588877855,1.5314252735874812,0.3465583612253177,2.4993899302721583,0.050709882702587,0,1
ISIC_0000136,118,135,99,226.0,247.0,12.0,56.0,8.73303209035918,5.004036326942482,1.832563646787638,0.2611262903222912,2.376076205221194,0.0521349681378986,0,1
ISIC_0000137,191,30,45,153.0,164.0,6.0,37.0,3.922703071127441,4.941754916792738,1.619992359057843,0.4296574730149088,1.98121840284292,0.0483870967741935,0,1
ISIC_0000138,94,60,47,110.0,163.0,18.25,153.0,26.68456480253621,4.554474708171206,1.457758981047187,0.0697953046295536,3.3536376394831127,0.577602140077821,0,1
ISIC_0000139,140,55,46,149.0,177.0,14.0,112.0,16.520893682483383,5.116690856313498,1.985292442211056,0.1300266021475065,3.005925932982122,0.6002640439451961,1,0
ISIC_0000140,123,89,70,184.0,207.0,13.0,71.0,5.691363410958842,5.024420632942936,1.690379085709967,0.3589266065282006,2.877804383127435,0.0356098914356007,1,0
ISIC_0000141,152,90,78,135.0,154.0,10.0,61.0,5.13257882957981,4.757779646761985,1.833787588386036,0.4145270279470955,2.605495243062351,0.0825583815150855,1,0
ISIC_0000142,120,103,63,169.0,200.0,14.0,72.0,8.661661503957747,4.823468328141225,1.5395152994091983,0.2020064865516919,2.869206746984976,0.0599454193163111,1,0
ISIC_0000143,205,57,91,166.0,184.0,8.0,53.0,6.858732854078324,4.588235294117647,1.483970609761473,0.256379452534473,2.681597465535622,0.0325895608832437,1,0
ISIC_0000145,151,28,24,154.0,176.0,11.0,91.0,4.518537563350881,4.49006399461098,1.559721707923139,0.4075382113371062,2.563369058521039,0.0526355243499063,1,0
ISIC_0000146,164,38,59,158.3,206.0,24.0,126.0,13.668875645521346,4.930927193528314,1.909073443835928,0.1529763171985196,3.3118007578929465,0.1391768353789467,1,0
ISIC_0000147,175,60,48,150.0,183.0,14.0,100.0,4.992391284270282,5.12693246541904,1.5596401481664457,0.4417207582629385,3.063519861550533,0.1129013419147807,1,0
ISIC_0000148,87,84,45,126.0,152.0,14.0,117.0,16.813969632992254,5.307534246575343,1.8859990288548047,0.1184687579093158,2.927580970084188,0.4127532505791454,1,0
ISIC_0000149,209,27,52,173.0,200.0,14.0,60.0,4.220644838479233,5.106631299734748,2.391298247823801,0.698185627192301,2.799985122932769,0.0240702868468539,1,0
ISIC_0000150,181,59,76,156.0,178.0,11.0,65.0,4.796817029502569,4.746307558644657,1.7043814441451657,0.4204788602649075,2.6312017987108605,0.0144181947285217,1,0
ISIC_0000151,180,90,98,127.0,149.0,12.0,51.0,4.283444243040712,4.681792073520965,1.4647477525552643,0.4026764495633901,2.5405947928704102,0.049244278603202,1,0
ISIC_0000152,149,49,53,147.0,162.0,8.0,66.0,7.97712064083547,4.546412443552433,1.541389936773469,0.2093198575622616,2.430377551512101,0.0352109234397145,1,0
ISIC_0000153,203,21,33,147.0,163.0,8.0,64.0,8.011851778651259,4.671442215854824,1.5027971610337263,0.2056733062402429,2.487984272368819,0.0365880537800308,1,0
ISIC_0000154,200,31,40,136.0,151.0,8.0,91.0,16.86753510878895,4.903448275862069,1.7492604925185409,0.1063435121765632,2.433058280972101,0.2774611440950369,1,0
ISIC_0000155,72,69,45,228.0,250.0,11.0,167.0,50.01272960692726,4.34016620498615,1.422412773545685,0.0310642572815355,2.612112265355252,0.4511287454045729,1,0
ISIC_0000156,132,61,53,159.0,193.20000000000027,18.0,102.0,12.83004583295969,4.588253288467421,1.5181157144113524,0.1348235258813371,3.016013775312268,0.0767210971774438,1,0
ISIC_0000157,170,91,70,161.0,183.0,11.0,99.0,19.64207378193084,4.854025583145222,1.5153030484956094,0.0823085283651453,2.881971066149656,0.6250323302072546,1,0
ISIC_0000159,147,125,118,165.0,208.0,28.0,89.0,9.65348969216009,4.956493921944977,1.4855086512032525,0.2228967660481413,3.44308435137256,0.2308178728557734,1,0
ISIC_0000160,192,32,41,187.0,221.0,19.0,251.0,73.15021691176472,4.906854130052724,1.815521913308363,0.2122643453954961,2.9854682727044803,2.4552428734986766,1,0
ISIC_0000161,135,129,89,171.0,213.0,22.0,184.0,51.12765150332344,4.719858156028369,1.4810519394298962,0.0344660577715038,3.3155953874289974,1.5971369932240798,1,0
ISIC_0000162,213,24,49,197.0,214.0,8.0,144.0,34.31112380274868,5.103316326530612,1.6155921973821377,0.0488566181247564,2.510650713832405,1.8460334509743748,1,0
ISIC_0000163,162,112,101,174.0,201.0,14.0,104.0,16.4548615941197,4.736563209689629,1.4653394968538929,0.0959715198149984,2.810305479104961,0.5328809560725871,1,0
ISIC_0000164,142,80,61,131.0,182.0,28.25,144.0,23.516424139558715,4.9506578947368425,1.511383511441045,0.0789117878212671,3.574936457160171,0.5915118148274627,1,0
ISIC_0000165,109,104,85,149.0,177.0,15.0,85.0,9.020512687756232,4.927398444252377,1.4692905961773737,0.1777429108386891,2.8511461050731794,0.2328675339019215,1,0
ISIC_0000166,198,76,101,211.0,225.0,7.0,73.0,4.337824593053985,4.785199738048461,1.465956444310962,0.3629326752110898,2.3989648905821115,0.1883251598454286,1,0
ISIC_0000167,233,55,96,206.9,246.0,21.0,150.0,30.69509359415922,4.504132231404959,1.4552137950224893,0.0582283210335106,3.2275495429117704,0.7181797876012752,1,0
ISIC_0000169,171,66,38,131.0,157.0,13.0,73.0,5.220891782583321,5.022947925860548,1.4838586587349778,0.3470471907176643,2.7447800911922693,0.129039935737874,1,0
ISIC_0000171,200,44,60,184.0,222.0,22.0,130.0,21.51066587507169,4.872717210846707,1.491084113085834,0.0877291059522932,3.298753993545882,0.5880696789232561,1,0
ISIC_0000172,130,80,53,158.0,176.0,9.0,54.0,4.663375495131046,4.80544747081712,1.464616138710514,0.3468485171070382,2.5291673795873235,0.0420959160021752,1,0
ISIC_0000174,173,65,59,173.0,212.0,23.0,79.0,11.440100408387686,5.589169675090253,2.3981443436979566,0.2330479937171298,3.351379022135022,0.2758495743802203,1,0
ISIC_0000176,207,47,66,160.0,173.0,7.0,51.0,4.247736391238343,5.069885641677256,1.4959619589016682,0.3649364584148684,2.2220902177316693,0.0793624778986296,1,0
