image_id,red_mode,green_mode,blue_mode,red_median,red_iqr,green_iqr,blue_iqr,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_Skewness,original_glcm_Autocorrelation,original_glcm_ClusterShade,original_glcm_Contrast,original_glcm_Correlation,original_glcm_Idmn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_MCC,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_ZoneEntropy,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,melanoma_or_keratosis
ISIC_0000011,208,159,121,209,25,47,57,144.0,153.0,0.9287448239444251,5.0,3.7402428995825714,165.0,130.0,35.0,0.2870885358840799,1.8962023070097604,0.521110531587851,0.0992524401064773,0.7675242346015259,0.9801495119787044,-0.4986746018133098,0.7631363925450732,0.7675242346015261,2.773384454344059,0.3065988615000517,4.972157772621809,3.8486078886310895,1.4731025318563018,1.107096320859028,0.443512795349024,2.66172095061964,0.0720186651625436,0.016278303038037,0.0214477211796246,1
ISIC_0000012,197,82,68,183,57,51,59,117.0,128.0,0.9655692882261626,6.0,5.119482240856414,141.0,99.0,42.0,-0.3783646656502093,5.907124418503544,0.2961309577123721,0.1569987899076851,0.6714158473299852,0.9843001210092316,-0.3662236727302029,0.7041295018812026,0.6714158473299854,2.6503721373444926,0.3467796406465958,4.156589147286821,0.8198105081826013,1.3806415893851545,0.2754753166551264,0.4700080115366127,2.495832314420576,0.3594101046214461,0.0070902175396622,0.1068370096816049,1
ISIC_0000013,53,42,35,74,92,41,28,169.0,188.0,0.8962284206795341,10.0,3.326095250696269,203.0,145.0,58.0,-0.1660189346633964,7.571025745757351,-0.5305576947342525,0.1101855354083066,0.7313654184882057,0.9935184979171584,-0.4536415949738089,0.7356681119091595,0.855706434121794,2.707802221114868,0.3170707590442411,4.76319350473613,0.6917897684558714,1.4545639527789131,0.2170540777505436,0.4496054551866508,2.5835005874286887,0.5063843137337738,0.002537260753499,0.1123191867062927,0
ISIC_0000014,221,194,184,215,22,36,59,159.0,167.0,0.0077679239067337,4.0,3.0775987999558563,175.0,153.0,22.0,0.0750963770147902,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.9097200782864,0.30215691987513,5.39741935483871,5.396935483870967,1.5292050425074066,1.5286433898841938,0.3979763807439008,1.868003965152622,0.0,0.0,0.0,1
ISIC_0000015,230,196,43,199,54,91,114,160.0,170.0,0.0998006583565825,5.0,3.341205831685303,185.0,153.0,32.0,0.1365589625606606,1.0367953680298516,0.0706223555076493,0.0134011728506515,0.384874089897421,0.9973197654298698,-0.2642584406725473,0.2129680858111931,0.3880187439853159,2.017733720996745,0.2909959922226818,5.384947563232572,5.354873534855027,1.5231477107535352,1.5097436389436518,0.4269253650621958,1.927393282813033,0.0075016589658429,9.40037165430516e-05,0.1678321678321678,1
ISIC_0000016,75,60,67,109,69,57,43,164.0,175.0,0.5153182020566165,5.0,3.419144175357389,184.0,153.0,31.0,-0.0920332178426056,1.2775563286814429,0.436554020703884,0.0601900632355872,0.6704037203979192,0.9879619873528824,-0.4145075274008372,0.5669304259665435,0.6704037203979136,2.327263671553491,0.3134634759990183,4.847498014297061,4.557386814932486,1.4604218875398978,1.344106248855855,0.4383340878225441,2.295632263197024,0.035806245863776,0.0037516795952255,0.0431499460625674,1
ISIC_0000017,217,61,44,168,61,77,66,142.0,152.0,0.8734403307155875,6.0,5.085213229450233,177.0,132.0,45.0,0.335161410905626,1.7660248756744572,0.5475646561225789,0.1228990568164208,0.6913561012887649,0.987710094318358,-0.4016708060961318,0.6953514982382899,0.691356101288765,2.6536062305185584,0.3217717704052246,4.60091220068415,3.744362092993792,1.4748751324719829,1.1773752910250437,0.45842975426437,2.5394113733831856,0.3438090874201884,0.0059629635168222,0.0545215331988422,1
ISIC_0000018,229,173,91,210,34,54,68,151.0,160.0,0.3169860891098034,5.0,3.629910484322863,167.0,138.0,29.0,-0.1895042330458416,3.790442202291693,-0.325273170028553,0.0352248613383458,0.7058378377747849,0.9929550277323308,-0.4812113954674788,0.5260914212689664,0.7058378377747689,2.1404550031452096,0.3117283310941863,4.921199143468951,1.414668094218415,1.4720701439791486,0.428931963414675,0.4223705676131185,2.1015891742004245,0.023548765259443,0.001301196350995,0.0356083086053412,1
ISIC_0000019,143,65,58,165,67,77,65,163.0,185.0,1.0683463025599034,11.0,5.070846418805624,194.0,127.0,67.0,-1.0529500017761864,6.84359779955937,-0.4305132825186468,0.0728039193307629,0.8606605045488567,0.9927196080669236,-0.6350104171074324,0.8553358897654117,0.8696369248792151,2.8812312980926187,0.3156732445044133,4.861471861471862,0.8342953342953343,1.5296699528931734,0.2669641862001911,0.4261414578450814,2.8194282811120246,0.1848942030736847,0.0046867312581598,0.0639910188043783,1
ISIC_0000020,207,50,42,167,66,80,77,151.0,161.0,0.3407202047019955,6.0,4.183086233341022,176.0,136.0,40.0,-0.0576194021483984,3.8216466958816833,-0.2299054471740798,0.0453783722841861,0.5423865278852027,0.9954621627715814,-0.3076958856118111,0.4022916104290141,0.5423865278851812,2.205940040499505,0.2996980385387333,5.129213483146067,1.4140137328339577,1.4986993367190695,0.4341020931597679,0.4401694872034611,2.1673733818411165,0.1392806875839326,0.0006789371324367,0.0500949744052026,1
ISIC_0000021,206,132,87,208,21,36,48,149.0,162.80000000000018,0.4940659228431513,7.0,3.34043886740419,172.0,131.0,41.0,-0.244357967869593,3.6401086924198807,-0.4633551800027173,0.0609498257946414,0.6974962705091874,0.9878100348410715,-0.4474139120445261,0.5914183594161407,0.6974962705091824,2.3084220524513537,0.3140693461581866,4.812300035549236,1.5086206896551724,1.5051826352029494,0.4874738924357105,0.4440847140475895,2.2378277066939134,0.0444785136906261,0.0042729863149246,0.0160384923817161,1
ISIC_0000022,232,219,226,208,40,75,103,155.0,171.0,0.3064514801911632,9.0,4.771306555392714,180.0,118.0,62.0,-0.800611464679825,9.171442710202328,0.1068967661730797,0.0150806197713566,0.8389337058680901,0.999112904719332,-0.7021039477810872,0.612973557967464,0.909908902784543,2.134946577639409,0.3065502391327452,5.205360824742268,0.5819788087056129,2.1625077547808726,0.2426032005215609,0.3912670827053902,2.1526896933866366,0.0876091842527011,8.692396850910578e-05,0.4533324977281984,0
ISIC_0000023,183,114,90,186,33,47,52,144.0,151.0,0.7807205861310315,3.0,3.8429526544300288,159.0,134.0,25.0,-0.1434686157664497,1.5919555860106829,0.621301303936579,0.0860212812847848,0.7445638898202878,0.982795743743043,-0.4850749524716545,0.7083946750123351,0.7445638898202871,2.567816090159696,0.3185374505248352,4.627569528415961,3.973246674727932,1.4550561956769894,1.2119898427373734,0.4728484562240058,2.4345555486021446,0.0562791727406402,0.010336794207843,0.02081526452732,1
ISIC_0000024,229,204,204,226,9,29,36,166.0,180.0,1.00716144110614,8.0,31.52009925688979,185.0,99.0,86.0,-2.8619729254410045,19.369988830233456,-0.0109777411606782,0.0557604004046159,0.892785842645981,0.9978553692152072,-0.6989189412411507,0.8673905743343182,0.9999999999817883,2.8083765728404946,0.3193895165036635,4.894961571306576,0.2666364218616567,1.4739463562463746,0.079995671995316,0.4056131212308368,2.790306064648768,0.5925482290773506,0.0009833472573655,0.4694377693484003,1
ISIC_0000025,232,115,114,231,12,25,29,142.0,153.0,0.8944893731977268,5.0,3.319695651127023,161.0,131.0,30.0,-0.3024927880468124,1.842853409635813,0.5518375556052053,0.1023755520389442,0.756096707090224,0.9795248895922112,-0.4794206585856492,0.7516092578784613,0.7560967070902241,2.6988993779221446,0.3152773293407067,4.716807649871276,3.7337256344244207,1.4525113323739156,1.1233003877735472,0.4535991980470693,2.5638194062925024,0.0693213675368592,0.0146817153291469,0.010738255033557,1
ISIC_0000026,229,200,211,225,16,46,64,152.0,164.0,0.1614456120931118,7.0,2.5792012136491715,172.0,143.0,29.0,-0.0608406969150091,3.922543059579212,-0.1388192587984129,0.0128762000579002,0.7282483375961202,0.99742475998842,-0.5619288657365101,0.3955865975185405,0.7282483375959538,1.9886861704202825,0.3135182443964506,5.031527093596059,1.3248768472906405,1.5960182850396567,0.4242428477025766,0.3983836225567341,1.9780012734303511,0.0098237440041414,0.0002135506850596,0.0710059171597633,0
ISIC_0000027,231,198,85,211,35,59,70,150.0,157.0,0.4201611905845678,4.0,4.033298480848917,169.0,143.0,26.0,0.2212590441359342,3.73196012557967,-0.381216475651154,0.0463884234045524,0.683644866235338,0.9907223153190896,-0.4411464698491804,0.5454445709824883,0.6836448662353285,2.275862878743686,0.3035830034602076,5.133647058823529,1.535764705882353,1.508742900328707,0.4668796218593627,0.4200408101054779,2.285259494177202,0.0340765748558246,0.0026456620499084,0.0277200277200277,1
ISIC_0000028,64,56,55,128,90,68,48,160.0,172.0,0.2802973172586452,6.0,9.80016545264837,186.0,117.0,69.0,-1.330985114545112,9.10437912105288,0.0749022476516908,0.0339145412443493,0.5066702499792433,0.9980050269856264,-0.340949718379526,0.3742346593361367,0.6634592950785503,2.1430577122960326,0.3025387707281554,5.203275934481311,0.5778851089644873,1.5244174385285831,0.1697889573436606,0.4140844512427257,2.179385249622652,0.1719819380227782,0.0001585803045614,0.2272007974104554,1
ISIC_0000029,72,38,33,90,62,34,26,163.0,186.0,1.0622965498834118,11.0,3.701125369973996,203.0,130.0,73.0,-0.4385014153441527,6.722563334068076,-0.2815381737403116,0.1427217424985729,0.7232710162273217,0.9916046033824368,-0.4255733279684787,0.757903231381546,0.7506710865080525,2.8088004592819296,0.3330380765555052,4.4070921985815605,0.7617292159180457,1.412163738467156,0.2507590687284141,0.4684148461545896,2.649504406029097,0.6765000419048139,0.0043520034012262,0.0439596540307471,0
ISIC_0000030,235,166,185,179,111,97,109,152.40000000000003,201.0,1.6095648806618543,31.0,1.9608471105003693,212.0,136.0,76.0,0.2608512024661266,6.7769595920001855,1.7586254894220377,0.0415136322448911,0.967407958289194,0.9975580216326534,-0.8399965320140979,0.9680755301163652,0.9780666131720256,3.3883873793051364,0.3212145689579876,4.721121495327103,1.099584631360332,1.4816007508364797,0.3408545315352675,0.4255973009246767,3.3055278533610126,0.139525999607488,0.002666736242238,0.2154694122324117,0
ISIC_0000031,195,162,174,172,50,76,88,156.0,184.0,1.1256647266208537,16.0,2.569603197438516,196.0,127.0,69.0,-0.2742813691177389,5.7763062363847535,0.0361545330781251,0.0500993579515668,0.9142586904780876,0.9949900642048434,-0.7439398088912286,0.902786704055206,0.927348811069957,2.9757983714188576,0.3065485485889339,5.090075062552127,1.113891205634325,1.5487271743809878,0.34742775974377,0.4106371617298355,2.897740745404093,0.1151075963593334,0.0032782656350687,0.0794393035652393,0
ISIC_0000032,189,133,108,193,20,38,48,156.0,170.0,0.3565944499741316,7.0,16.268616910847832,184.0,99.0,85.0,-2.5860933987099224,15.816669064318392,-0.4397852841623982,0.0253322445407564,0.8038555068408474,0.9990394981100592,-0.6645184156078482,0.5979572856696737,0.9136331839799524,2.195595811875222,0.3121740467557204,5.052561247216036,0.3221048007918832,1.5032595421436858,0.0972997063104334,0.4080557968883436,2.2200644862670087,0.1611632349389583,0.0001240315726948,0.7735708982925018,1
ISIC_0000034,144,94,91,161,49,48,55,145.0,157.0,0.9291913504418096,5.0,11.911615630516392,169.0,103.0,66.0,-1.3519141378138737,7.3077904496944495,-0.5346917410665097,0.1367296005848524,0.695457756804851,0.9863270399415148,-0.3943591302058726,0.7177943967109455,0.7679684955165273,2.7350218325304607,0.3142037845120553,4.71390134529148,0.722272047832586,1.4667963069685168,0.2303047535284992,0.4640179637231781,2.58767966187602,0.3897977924916995,0.0073669341843754,0.0366622595990022,1
ISIC_0000035,146,139,148,148,25,37,50,161.0,170.0,0.0608632450428084,4.0,3.555056405495072,177.0,153.0,24.0,-0.2686237057888896,1.0300631445098276,0.068563717687219,0.0052375696811137,0.7122784282213249,0.9989524860637772,-0.5676902528300578,0.2991341443606643,0.7122784282204393,1.9517432156874048,0.2989290322580645,5.336129032258064,5.298870967741936,1.6064678121610532,1.598056824903078,0.4069132560387663,1.9072277548661665,0.0039720083246618,2.4813970662280555e-05,0.183206106870229,0
ISIC_0000036,149,145,67,134,64,82,102,157.0,201.0,1.7616142237897812,24.0,13.9281765731038,208.0,10.0,198.0,-3.203229286383387,59.649045726283255,-77.77793176809922,0.0480992858604925,0.9889448176384958,0.9994134233431646,-0.8396940669074219,0.974435655625438,0.9999999999996922,3.624875473944232,0.2970581543702404,5.278026905829597,0.2396486628125,1.6697838282410409,0.0676026442182307,0.4122057237983747,3.56235208929262,1.7748498557864094,0.0020111327937463,3.243647499825997,0
ISIC_0000037,163,57,72,117,70,96,116,191.0,200.0,0.6099630028010716,4.0,2.458921944029421,203.0,186.0,17.0,-0.2413095170464136,1.390471607663781,0.6160091817879597,0.0289485379839318,0.8745482662582121,0.9942102924032136,-0.6980052210254177,0.7394778393288097,0.8745482662582091,2.4454717093385545,0.3071641823264188,5.104609349460608,4.623324615887545,1.711392907345796,1.5458752256337482,0.4144963857514396,2.463904299458789,0.0224577070118193,0.0028023641865367,0.0297545251673692,1
ISIC_0000038,174,194,62,141,47,87,115,195.0,203.0,0.9489772103552973,4.0,2.7735552259728373,206.0,189.0,17.0,0.0305925765252582,2.0324025875368954,0.4921458876258974,0.0477562882505604,0.8952226196628803,0.990448742349888,-0.7162359908235182,0.855415079715465,0.8952226196628805,2.738353471414309,0.3239777769784407,4.681735985533454,3.464104882459313,1.4849365281164029,1.087751624072672,0.4371199085655272,2.623099564124656,0.0327340267945024,0.0075967006010447,0.022140221402214,1
ISIC_0000039,64,52,56,90,64,42,34,165.0,180.0,0.948466174644398,7.0,3.361101475647164,195.0,151.0,44.0,0.0281512832089708,1.964526526017212,0.4476367999727237,0.1248950575502934,0.7218714929515593,0.9750209884899412,-0.4341417675002404,0.735309831514915,0.7218714929515595,2.7884787350572653,0.3085992769250252,4.88781234064253,3.692248852626211,1.469138677442139,1.0765937350116337,0.4563977786502197,2.614180357154724,0.0894007600010505,0.0208932458317828,0.0113421550094517,1
ISIC_0000040,139,144,167,135,20,36,65,133.0,140.0,0.0115439825802684,4.0,3.607742251142468,150.0,127.0,23.0,0.0620543649115592,1.0027881040892193,0.007352232140082,0.0,0.999999999999985,1.0,-0.249999999999398,0.0653235773542329,0.2499999999979915,1.88929896661464,0.3017171244132329,5.1226558540293965,5.119614799797263,1.5461533592458117,1.545058638204265,0.4406004437786194,1.7709937775652451,0.0,0.0,0.0,0
ISIC_0000041,68,63,87,115,74,63,59,122.0,133.0,0.8012461281645324,5.0,12.11518426729683,141.0,92.0,49.0,-1.5463312232116078,7.776108705727873,-0.7304783169593534,0.0998849454858417,0.7301737794146776,0.9900115054514158,-0.4570386606815415,0.7122430849632867,0.7685003084522632,2.645512989988834,0.3053985672915714,4.922633744855967,0.6964334705075446,1.575969057833348,0.2244814979973068,0.4602759054475601,2.485087084354588,0.2685910452814057,0.0042172209431081,0.1046277665995975,1
ISIC_0000042,159,55,82,135,55,77,89,158.0,193.0,1.430301431894934,15.0,10.557043065039474,201.0,63.0,138.0,-2.5237206917814805,30.345308000372007,-13.6470566028506,0.074917725952298,0.9574628528710424,0.9985048165607068,-0.7446179202431259,0.9413310946489384,0.9944808927706528,3.2848273239741266,0.3076296205873842,5.194444444444445,0.2223535574530738,1.7277529193314431,0.0708145188241265,0.4101804248229904,3.226621882587322,1.0858842678826,0.0018909575592558,0.8621068598315998,1
ISIC_0000043,123,60,46,126,50,47,42,122.0,224.0,2.48090571933102,44.0,3.827991836669376,243.0,46.0,197.0,-1.1746822709538678,49.01929549335219,-36.681381291428295,0.1348789174098106,0.9748516471406548,0.998359145241137,-0.7581878643077793,0.9882397625242962,0.9864941172527936,4.306278601547271,0.3115582629095819,4.881010594947025,0.1450761777476543,1.5153252297458808,0.0458701870071331,0.4440978785969334,4.160223291238282,2.814064676990072,0.0062374022857575,1.078613039718097,0
ISIC_0000044,128,75,60,163,71,60,39,199.0,214.0,0.5108771463570306,8.0,5.399139062617643,231.0,165.0,66.0,-0.7109163375375682,8.4726592538577,-0.4618305304698773,0.049478712121663,0.7335752393351713,0.9970894875222552,-0.4905276445995736,0.6159526744566868,0.7361502791111703,2.3016410283009625,0.320873002276662,4.801729873586161,0.5902893287499076,1.478726806203999,0.1849878985014495,0.4210213230161723,2.3112397254352937,0.2441108846836899,0.0005815146289868,0.1127994011976047,1
ISIC_0000045,195,52,39,169,69,97,96,178.0,190.0,0.1656031244521698,6.0,3.2830920530592187,199.0,167.0,32.0,-0.2347932195428748,3.92331232122206,-0.1068425981034251,0.0201824727525998,0.5392752736232815,0.99596350544948,-0.3694725671602873,0.3011692428191432,0.5392752736231001,2.0020385773479936,0.307717814856477,5.01899592944369,1.3076662143826323,1.541997979487415,0.4092683210613825,0.4248399530659056,1.981509993970228,0.0104246662743189,0.0002726454148035,0.0790513833992094,1
ISIC_0000046,137,133,142,141,16,33,54,155.0,165.0,0.0144476618030883,5.0,3.2722557847627383,172.0,135.0,37.0,-0.1094206082688683,3.997754101640656,-0.0011153316143739,0.0011229491796718,0.4994378889188293,0.9997754101640656,-7.2195309513208e-05,0.0009542848626635,0.0005621110811913,1.91419804597872,0.2951967750604676,5.520655737704918,1.3811475409836065,1.6424042148156568,0.4117491319441279,0.3892119322762698,1.9504246510859824,0.001311475409836,1.7177120551940469e-06,0.5,0
ISIC_0000047,232,48,48,182,94,114,127,172.0,181.0,0.9862431519077616,5.0,2.606623698248189,185.0,166.0,19.0,0.3992018536956468,2.6477906375577884,-0.2138755482190091,0.0674662749333353,0.8630361538233255,0.9865067450133328,-0.6424691477448624,0.8472879299615039,0.8630361538233259,2.8259454268782167,0.3154052870414862,4.8165043567401336,2.792157867760123,1.4694481778481026,0.8430415241038138,0.4654338850825091,2.610191741934233,0.0471082964371506,0.0116317584124468,0.0216138328530259,1
ISIC_0000048,45,37,35,113,130,90,61,139.0,152.0,0.7769969154065679,7.0,2.882198099777769,162.0,127.0,35.0,-0.1118763321949143,1.552758595995094,0.5798328295200329,0.1048401184404216,0.6734272646704037,0.9790319763119156,-0.4061182182921182,0.6485706098608519,0.6734272646704031,2.550706465233767,0.3221892606511148,4.732445520581114,4.1299939467312345,1.5716299021296507,1.3358575526977898,0.4344420205195011,2.5207885430091808,0.0691639698108488,0.0124492061012982,0.0171919770773638,1
ISIC_0000049,231,205,210,207,43,76,105,3.0,201.0,1.1465966832903116,13.0,6.018525481824816,254.0,0.0,254.0,-2.203736768635079,57.07642245060008,-5.620687129497813,0.7087311750140698,0.5471348884803585,0.996462910470716,-0.7673700916535523,0.855635752154407,0.9493934973933864,2.8065847738953336,0.2970483661643398,5.466910272025984,1.1427195533083894,6.905827602486088,5.601119540195656,0.4256144067650215,2.5523855213915287,1.3371053875363532,0.0380129710232592,1.033916319465398,0
ISIC_0000050,217,183,178,216,17,43,51,157.0,173.0,0.2846957663025352,9.0,13.822561697237196,180.0,103.0,77.0,-1.795376555725222,9.15689462100432,0.1069729160541306,0.0159792396955446,0.7493579175368168,0.9990600447237914,-0.5544328962276401,0.4318301930180762,0.8306803214853667,2.1289715276138463,0.302699264431325,5.182620202911337,0.5776509581924226,1.6994910345785963,0.1921356233559025,0.4116225573020609,2.181786391772402,0.0749858970791651,9.42412824606931e-05,0.5513542126157918,1
ISIC_0000051,203,116,93,196,52,61,62,161.0,172.0,0.2180436495776195,6.0,6.433765269733937,187.0,126.0,61.0,-0.5109702097233171,4.098888487890518,0.112259830408802,0.0202998872061358,0.5573336123678,0.9979700112793864,-0.3637308966753954,0.3407668156233978,0.5799122053302429,2.118538444094576,0.2968019219547391,5.339201083276913,1.3261208906943505,1.541829792345903,0.3813851520171653,0.4234404760689605,2.0866462819676657,0.053347574023592,0.0001578269905158,0.095931908308347,1
ISIC_0000052,242,100,92,199,47,57,45,230.0,238.0,0.1698659536748303,4.0,57.39775851878792,255.0,0.0,255.0,-7.459655007407203,98.070412203136,-58.27888171607501,0.8940596921395925,0.6791971377473225,0.9956410483156276,-0.564619778444208,0.378995079924005,0.8459846044415811,2.060731623599002,0.2942402098292246,5.328926152853918,0.1040692782173047,1.5624468316401074,0.0374457254339662,0.422812139561707,2.035824833980766,1.676001342456479,0.0154035491439917,0.7864424169591873,1
ISIC_0000053,226,187,57,203,50,73,85,181.0,190.0,0.0801034969481982,5.0,5.9095030801142805,198.0,160.0,38.0,-0.8301853757392014,3.960241817883478,-0.0690905629425567,0.0077486243189866,0.6327016360133477,0.9984502751362028,-0.4799790062254873,0.2809586644173191,0.6327016360127535,1.972042898844892,0.3005298644294286,5.295893122216724,1.361825828797625,1.5233474102181437,0.3917876516562069,0.4112730369464582,1.9178830936977949,0.004133490972204,4.541122410902339e-05,0.1067615658362989,1
ISIC_0000054,211,112,77,189,34,56,65,149.0,157.0,0.5669033109817858,4.0,2.877390209881549,166.0,144.0,22.0,0.2453999699003449,3.569112032433698,-0.5521049619544594,0.0553952655383593,0.7591059125263279,0.9889209468923282,-0.5145741141239256,0.6628660897847506,0.7591059125263252,2.471583790676664,0.2965708238966909,5.342231947483588,1.7967177242888404,1.5592887400123867,0.5359398866041829,0.4194412949935113,2.413329073006274,0.0395237707626083,0.0046610895669463,0.0217194570135746,0
ISIC_0000055,204,154,135,208,31,53,62,168.0,175.0,0.5154332336206099,4.0,471.0822285793242,184.0,1.0,183.0,-20.167653341138163,50.16176081319168,-1.2692555827971288,0.0895755839239365,0.6484991920969049,0.9989085315855748,-0.554692441509681,0.6120649736304608,0.7930451412984936,2.3581177970215865,0.3085398644465961,5.029482071713147,0.1048511311895276,1.5436471955189983,0.032807361502964,0.4355429531611006,2.3213887091760115,0.4259671882773123,0.0017280611947958,0.928662435684398,1
